Country	Countrycode3	Countrycode2	Year	POP	Incomegroup	Mean	Median	Gini	Source	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	Q1	Q2	Q3	Q4	Q5	P5	P95	Revision	Quality	Source_Comments	Region	Currency	Reference_period	Welfaredefn	IncSharU	UofAnala	Equivsc	AreaCovr	PopCovr	AgeCovr	EU	OECD	Year_cat	Welfaredefn_new	Equivsc_new	AgeCovr_new	AreaCovr_new	PopCovr_new	IncSharU_new	UofAnala_new	Exchangerate	Mean_usd	Median_usd
Ireland	IRL	IE	2009	4.412181	High income: OECD	25635	22445	28.8	Eurostat	3.5999999046	5.1999998093	6.1999998093	7	8.1000003815	9.3000001907	10.6000003815	12.3999996185	14.5	22.8999996185	8.8000001907	13.1999998093	17.5	23.1000003815	37.5	0.400000006	84.5	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.71984336	35611.9140625	31180.39453125
Ireland	IRL	IE	2010	4.4699	High income: OECD	25380	22320	29.4	Luxembourg Income Study																		New 2013	High	Mean/Median Incomes Equivalized taken from LIS website. decile/quintile shares from Markus jantti	Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.755044952	33613.89453125	29561.154296875
Ireland	IRL	IE	2010	4.4699	High income: OECD	24071	19882	33.2	Eurostat	2.7999999523	4.9000000954	5.6999998093	6.5	7.8000001907	8.8999996185	10.3000001907	11.8999996185	15	26.2000007629	7.6999998093	12.1999998093	16.7000007629	22.2000007629	41.2000007629	0.3000000119	82.3000030518	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.755044952	31880.220703125	26332.20703125
Israel	ISR	IL	1944		High income: OECD			28.5	Israeli Ministry of Finance 1998	3.5	5	6.0999999046	7.0999999046	8.1999998093	9.3000001907	10.6999998093	12.5	15.1000003815	22.5	8.5	13.1999998093	17.5	23.1999998093	37.6000003815			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers. Jewish	All	Non-EU	OECD	1900-1959	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1950	1.2622549756	High income: OECD			23.4	Israeli Ministry of Finance 1998	4.4000000954	5.8000001907	6.8000001907	7.6999998093	8.6999998093	9.6000003815	10.8000001907	12.1999998093	14.3000001907	19.7000007629	10.2000002861	14.5	18.3000001907	23	34.0000009537			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	All	Non-EU	OECD	1900-1959	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1954	1.6798716012	High income: OECD			29.6	Israeli Ministry of Finance 1998	3.4000000954	4.9000000954	6	7	8	9.1999998093	10.6999998093	12.5	15.3000001907	23.2000007629	8.3000001907	13	17.1999998093	23.1999998093	38.5000009537			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	Urban	Taxpayers. Jewish	All	Non-EU	OECD	1900-1959	Other	Without Adjustment	All	Other	Employed+Others	Person	Person			
Israel	ISR	IL	1957	1.9083047037	High income: OECD	3290		25.2	Jain 1975	3.3	5.9	7	8	8.9	9.7	10.8	11.9	13.8	20.7	9.2	15	18.6	22.7	34.5		12.6		Not known	Falk Project 1967	Middle East	Israel £	Year	Income. ..	Household	Household	No Adjustment	Urban	All	All	Non-EU	OECD	1900-1959	Other	Without Adjustment	All	Other	All	Household	Household			
Israel	ISR	IL	1957	1.9083047037	High income: OECD			31.4	Jain 1975	2.5	4.6	5.9	6.9	8.2	9.5	11	12.9	15.8	22.7	7.1	12.8	17.7	23.9	38.5		13.1		Not known	Shahar and Sandberg 1967	Middle East			Income. ..		Person		All	Wage Earners	All	Non-EU	OECD	1900-1959	Other		All	All	Employed+Others		Person			
Israel	ISR	IL	1957	1.9083047037	High income: OECD			30	Paukert 1973											6.8	13.4	18.6	21.8	39.4		11.2		Not known	Adelman and Morris 1972	Middle East			Income. Gross		Person		Urban	All	All	Non-EU	OECD	1900-1959	Income.Gross		All	Other	All		Person			
Israel	ISR	IL	1957	1.9083047037	High income: OECD			31.6	Cromwell 1977											6.8						11.2		Not known	Adelman and Morris 1972	Middle East			Income. ..		Person		All	All	All	Non-EU	OECD	1900-1959	Other		All	All	All		Person			
Israel	ISR	IL	1958	1.9871836784	High income: OECD			35.7	Israeli Ministry of Finance 1998	1.2999999523	3.5999999046	5.0999999046	6.8000001907	8.3999996185	9.6000003815	11.1000003815	12.3000001907	16.1000003815	25.7000007629	4.8999998569	11.9000000954	18	23.4000005722	41.8000011444			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers. permanently employed + self-employed	All	Non-EU	OECD	1900-1959	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1961	2.1758921865	High income: OECD			37.1	Israeli Ministry of Finance 1998	1.2999999523	3.2000000477	4.9000000954	6.8000001907	8.1000003815	9.3999996185	10.8999996185	12.6999998093	16	26.7000007629	4.5	11.7000002861	17.5	23.5999994278	42.7000007629			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	All	Non-EU	OECD	1960-1969	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1963	2.3619841868	High income: OECD	7350		29.4	Jain 1975	3	5.3	6.4	7.3	8.4	9.3	10.5	12	14.3	23.5	8.3	13.7	17.7	22.5	37.8		14.8		Not known	Family Expenditure Survey	Middle East	Israel £	Year	Income. ..	Household	Household	No Adjustment	Urban	All	All	Non-EU	OECD	1960-1969	Other	Without Adjustment	All	Other	All	Household	Household	0.0002999993		
Israel	ISR	IL	1963	2.3619841868	High income: OECD			33.3	Jain 1975	1.6	4.3	5.7	7	8.2	9.7	11.2	13.3	16	23	5.9	12.7	17.9	24.5	39		13.3		Not known	Saving Survey	Middle East			Income. ..	Household	Household	No Adjustment	Urban	All	All	Non-EU	OECD	1960-1969	Other	Without Adjustment	All	Other	All	Household	Household			
Israel	ISR	IL	1969	2.7647546334	High income: OECD			38.4	Jain 1975	1.3	3.7	5	6.2	7.5	9	10.8	13	16.5	27	5	11.2	16.5	23.8	43.5		16.4		Not known	Family Expenditure Survey	Middle East			Income. ..	Household	Household	No Adjustment	Urban	All	All	Non-EU	OECD	1960-1969	Other	Without Adjustment	All	Other	All	Household	Household			
Israel	ISR	IL	1976	3.428067	High income: OECD			36.4	Israeli Ministry of Finance 1998	2.7000000477	4.0999999046	5.1999998093	6.1999998093	7.1999998093	8.3999996185	9.8000001907	11.8000001907	15.1000003815	29.7000007629	6.7999999523	11.3999996185	15.5999994278	21.6000003815	44.8000011444			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	All	Non-EU	OECD	1970-1979	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1979	3.672295	High income: OECD	7299	5962	36.4	Luxembourg Income Study	2.607	3.779	4.93	6.05	7.431	8.968	10.746	12.917	16.142	26.432	6.386	10.98	16.399	23.663	42.574				High	Family Expenditure Survey	Middle East	Israel £	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1970-1979	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.0025406369		2346655.75
Israel	ISR	IL	1979	3.672295	High income: OECD	6289	5028	36.2	Luxembourg Income Study	2.698	3.946	5.008	6.018	7.309	8.86	10.666	12.896	16.277	26.322	6.644	11.026	16.169	23.562	42.599				High	Family Expenditure Survey	Middle East	Israel £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1970-1979	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.0025406369		1979031.375
Israel	ISR	IL	1985	4.083495	High income: OECD	4883		47.2	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Market Income	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1980-1989	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	1.1788493333	4142.1748046875	
Israel	ISR	IL	1985	4.083495	High income: OECD	5153	4418	32.6	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	1.1788493333	4371.2119140625	3747.7224121094
Israel	ISR	IL	1986	4.149457	High income: OECD	4619.4	3829	34.8	Luxembourg Income Study	2.668	4.097	5.16	6.347	7.639	9.053	10.845	12.843	15.961	25.388	6.765	11.507	16.692	23.688	41.349				High	Family Expenditure Survey	Middle East	Israel £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1980-1989	Income.Disposable	Household Per Capita	All	All	All	Household	Person	1.4878416666	3104.7658691406	2573.5266113281
Israel	ISR	IL	1986	4.149457	High income: OECD	4642.6	3846	34.9	Luxembourg Income Study	2.647	4.094	5.159	6.302	7.64	9.061	10.86	12.861	15.94	25.436	6.741	11.461	16.701	23.721	41.376				High	Family Expenditure Survey	Middle East	Israel £	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1980-1989	Income.Disposable	Household Per Capita	All	All	All	Household	Person	1.4878416666	3120.3588867188	2584.9523925781
Israel	ISR	IL	1987	4.216475	High income: OECD			48.2	Israeli Ministry of Finance 1998	0.3000000119	1.2999999523	2.9000000954	4.8000001907	6.6999998093	8.6999998093	10.8999996185	13.8000001907	18.2999992371	32.2999992371	1.5999999642	7.7000002861	15.3999996185	24.6999998093	50.5999984741			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	All	Non-EU	OECD	1980-1989	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1990	4.499949	High income: OECD	15036		47.6	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Market Income	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	2.016175	7457.6860351563	
Israel	ISR	IL	1990	4.499949	High income: OECD	17946	15625	32.9	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	2.016175	8901.0126953125	7749.8232421875
Israel	ISR	IL	1992	4.807603	High income: OECD			45.3	Smeeding and Gottschalk 1995																			High	Family Expenditure Survey through LIS	Middle East			Market Income	Household	Person	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Gross	Household Adult Equiv	All	All	All	Household	Person			
Israel	ISR	IL	1992	4.807603	High income: OECD	17634.8	14206	35.4	Luxembourg Income Study	2.805	4.133	5.189	6.264	7.501	8.79	10.477	12.582	15.538	26.721	6.938	11.453	16.291	23.059	42.259				High	Family Expenditure Survey	Middle East	Israel £	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	2.4590833333	7171.2900390625	5776.94921875
Israel	ISR	IL	1992	4.807603	High income: OECD	15052.8	12157	35.5	Luxembourg Income Study	2.791	4.147	5.188	6.257	7.434	8.818	10.406	12.517	15.572	26.87	6.938	11.445	16.252	22.923	42.442				High	Family Expenditure Survey	Middle East	Israel £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	2.4590833333	6121.3051757813	4943.7119140625
Israel	ISR	IL	1992	4.807603	High income: OECD			30.5	Smeeding and Gottschalk 1995																			High	Family Expenditure Survey through LIS	Middle East			Monetary Income. Disposable	Household	Person	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Israel	ISR	IL	1995	5.332079	High income: OECD	37125	31445	33.8	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	3.0112916667	12328.5966796875	10442.3623046875
Israel	ISR	IL	1995	5.332079	High income: OECD	32231		49.4	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Market Income	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	1990-1999	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	3.0112916667	10703.3798828125	
Israel	ISR	IL	1995	5.332079	High income: OECD			50.5	Israeli Ministry of Finance 1998	0.8000000119	1.7999999523	3	4.3000001907	5.6999998093	7.3000001907	9.3000001907	12.1999998093	17.2000007629	38.2000007629	2.5999999642	7.3000001907	13	21.5	55.4000015259			Mod 2007	Low	Taxpayer files	Middle East			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	All	Non-EU	OECD	1990-1999	Other	Without Adjustment	All	All	Employed+Others	Person	Person			
Israel	ISR	IL	1997	5.630785	High income: OECD	31119.6	25357	35.8	Luxembourg Income Study	2.767	3.982	5.064	6.258	7.501	8.883	10.427	12.565	15.886	26.667	6.749	11.322	16.384	22.992	42.553				High	Family Expenditure Survey	Middle East	Israel £	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	3.44935	9021.8740234375	7351.240234375
Israel	ISR	IL	1997	5.630785	High income: OECD	26111	20780	38.1	Luxembourg Income Study	2.431	3.713	4.782	5.93	7.209	8.749	10.281	12.586	16.136	28.183	6.144	10.712	15.958	22.867	44.319				High	Family Expenditure Survey	Middle East	Israel £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	3.44935	7569.83203125	6024.3232421875
Israel	ISR	IL	2000	6.014953	High income: OECD	51625		50.4	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Market Income	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	2000-2006	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	4.0773333333	12661.4619140625	
Israel	ISR	IL	2000	6.014953	High income: OECD	57427	48639	34.7	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	4.0773333333	14084.4501953125	11929.1201171875
Israel	ISR	IL	2001	6.131313	High income: OECD	39833	32085	37.2	Luxembourg Income Study	2.494	3.789	4.887	6.028	7.391	8.843	10.451	12.623	15.968	27.524	6.283	10.915	16.234	23.074	43.492				High	Family Expenditure Survey	Middle East	Israel £	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	4.20565	9471.306640625	7629.0229492188
Israel	ISR	IL	2001	6.131313	High income: OECD	33623	26466	39	Luxembourg Income Study	2.273	3.558	4.646	5.796	7.207	8.64	10.478	12.531	16.12	28.751	5.831	10.442	15.847	23.009	44.871				High	Family Expenditure Survey	Middle East	Israel £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	4.20565	7994.7211914063	6292.962890625
Israel	ISR	IL	2005	6.604572	High income: OECD	62610	51516	37.8	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	4.4877	13951.4677734375	11479.376953125
Israel	ISR	IL	2005	6.604572	High income: OECD	52882		51.3	OECD StatExtract																		New 2013	High	Current prices	Middle East	Sheqel	Year	Market Income	Household	Household	Household eq. square root	All	All	All	Non-EU	OECD	2000-2006	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	4.4877	11783.7646484375	
Israel	ISR	IL	2005	6.604572	High income: OECD	66315	55068	37	Luxembourg Income Study	1.771	3.079	4.261	5.608	6.889	8.475	10.401	12.839	16.594	30.082	4.8499999046	9.8690004349	15.3640003204	23.2399997711	46.6759986877			New 2013	High	Mean/Median Incomes Equivalized taken from LIS website. decile/quintile shares from Markus jantti	Middle East	LCU	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	4.4877	14777.0576171875	12270.8740234375
Israel	ISR	IL	2007	6.920182	High income: OECD	74063	61192	36.9	Luxembourg Income Study	1.823	3.131	4.265	5.696	7.03	8.649	10.477	12.87	16.589	29.469	4.9539999962	9.9610004425	15.6789999008	23.3470001221	46.0579986572			New 2013	High	Mean/Median Incomes Equivalized taken from LIS website. decile/quintile shares from Markus jantti	Middle East	LCU	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	Non-EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	4.1080829491	18028.603515625	14895.5126953125
